ID_TA,Rating,score1,score2,score3,score4,sum_score
d8847876,4.5,4.5,4.5,0.0,4.5,13.5
d7701382,4.0,4.5,4.5,0.0,4.0,13.0
d4187416,4.5,4.5,4.5,0.0,4.5,13.5
d5443247,5.0,5.0,5.0,5.0,4.5,19.5
d8682325,4.0,0.0,0.0,0.0,0.0,0.0
d6876650,3.5,3.5,3.5,4.0,3.5,14.5
d10223104,4.5,0.0,0.0,0.0,0.0,0.0
d2011717,4.0,4.0,4.0,4.0,3.5,15.5
d10598454,3.0,0.0,0.0,0.0,0.0,0.0
d2320109,4.5,0.0,0.0,0.0,0.0,0.0
d12452228,4.5,4.5,4.0,0.0,4.5,13.0
d12117396,3.5,0.0,0.0,0.0,0.0,0.0
d6575613,4.0,3.5,4.0,0.0,3.5,11.0
d7892477,3.5,4.0,3.5,0.0,3.5,11.0
d803421,3.0,0.0,0.0,0.0,0.0,0.0
d2045306,3.5,0.0,0.0,0.0,0.0,0.0
d718485,4.5,4.5,4.5,4.0,4.5,17.5
d2370525,4.5,4.5,4.0,4.0,3.5,16.0
d6106453,5.0,5.0,5.0,4.5,5.0,19.5
d7393399,4.0,4.0,4.0,0.0,4.5,12.5
d2351659,4.0,0.0,0.0,0.0,0.0,0.0
d6695244,4.5,0.0,0.0,0.0,0.0,0.0
d2001539,3.5,3.5,3.0,0.0,3.5,10.0
d4834336,5.0,0.0,0.0,0.0,0.0,0.0
d5220185,4.0,0.0,0.0,0.0,0.0,0.0
d10277084,4.0,0.0,0.0,0.0,0.0,0.0
d10289994,4.5,4.0,4.5,0.0,3.5,12.0
d2707823,3.5,4.5,3.5,0.0,4.0,12.0
d11706297,5.0,0.0,5.0,0.0,4.5,9.5
d4793617,4.5,0.0,0.0,0.0,0.0,0.0
d2350112,4.0,4.0,3.5,3.0,4.5,15.0
d8786061,4.0,4.5,4.0,0.0,4.0,12.5
d5973311,3.0,0.0,0.0,0.0,0.0,0.0
d11665509,3.5,5.0,4.5,0.0,4.0,13.5
d7124008,3.5,0.0,0.0,0.0,0.0,0.0
d7612489,4.0,4.0,3.5,0.0,3.5,11.0
d10785980,4.0,4.5,4.5,0.0,4.5,13.5
d8799455,4.0,4.5,4.5,0.0,4.0,13.0
d12937856,5.0,3.0,3.0,0.0,2.5,8.5
d4924016,5.0,0.0,0.0,0.0,0.0,0.0
d7277843,4.5,0.0,0.0,0.0,0.0,0.0
d5122189,4.5,5.0,5.0,4.0,5.0,19.0
d716357,3.0,3.5,2.5,2.5,3.0,11.5
d12931093,4.0,4.0,4.0,0.0,4.5,12.5
d10546592,3.5,4.5,4.0,0.0,4.0,12.5
d11746437,5.0,0.0,0.0,0.0,0.0,0.0
d7124023,4.0,3.5,4.0,0.0,4.0,11.5
d7107614,3.5,4.0,3.5,0.0,3.5,11.0
d5505523,3.5,0.0,0.0,0.0,0.0,0.0
d4170127,4.5,0.0,0.0,0.0,0.0,0.0
d3749051,4.5,4.5,5.0,0.0,4.5,14.0
d7793887,4.0,4.0,4.0,0.0,3.5,11.5
d1527470,3.0,3.0,3.0,3.0,3.0,12.0
d12629044,5.0,0.0,0.0,0.0,0.0,0.0
d8440777,2.5,0.0,0.0,0.0,0.0,0.0
d2307647,4.5,4.5,4.5,4.0,4.5,17.5
d9881399,4.0,0.0,0.0,0.0,0.0,0.0
d5959428,4.0,4.0,3.5,0.0,4.0,11.5
d8794706,4.0,4.5,4.5,0.0,4.0,13.0
d783014,4.0,4.0,4.5,4.5,4.0,17.0
d3588919,4.5,4.5,4.5,4.0,4.5,17.5
d8656712,4.0,4.5,4.5,0.0,4.5,13.5
d12035803,4.0,0.0,0.0,0.0,0.0,0.0
d8026825,3.5,0.0,0.0,0.0,0.0,0.0
d1331386,4.0,4.0,4.0,0.0,4.0,12.0
d1151731,3.5,4.0,3.5,3.5,3.5,14.5
d8475310,4.5,0.0,5.0,0.0,4.5,9.5
d8339614,4.0,0.0,0.0,0.0,0.0,0.0
d8779567,3.0,3.5,3.5,0.0,3.0,10.0
d2027279,4.0,4.5,4.0,4.0,4.0,16.5
d7803210,4.0,4.0,4.0,0.0,3.5,11.5
d10133942,5.0,0.0,0.0,0.0,0.0,0.0
d12925533,5.0,4.0,4.0,0.0,4.0,12.0
d12513598,5.0,0.0,0.0,0.0,0.0,0.0
d12111204,4.5,4.5,4.5,0.0,4.0,13.0
d13123995,4.5,0.0,0.0,0.0,0.0,0.0
d11756464,4.0,3.0,3.5,0.0,3.0,9.5
d2336702,4.5,4.5,5.0,4.5,4.5,18.5
d9582565,4.5,4.5,4.5,0.0,4.5,13.5
d695017,3.5,4.0,3.5,4.0,3.5,15.0
d1367756,4.0,4.0,4.0,4.0,3.5,15.5
d2260570,4.0,4.0,4.0,4.0,3.5,15.5
d9749057,3.0,3.0,2.5,0.0,2.5,8.0
d9729591,3.5,3.5,2.5,0.0,3.0,9.0
d1467856,3.5,3.5,3.5,3.0,3.0,13.0
d1904437,3.0,3.5,3.0,3.5,3.0,13.0
d4793194,4.0,4.0,4.0,0.0,4.5,12.5
d3902840,3.5,3.0,3.5,2.5,3.5,12.5
d10721269,4.0,4.5,4.0,0.0,4.0,12.5
d10076097,4.5,5.0,5.0,0.0,4.5,14.5
d7074396,4.0,4.5,4.5,4.0,4.5,17.5
d7105053,3.5,0.0,0.0,0.0,0.0,0.0
d2623956,3.5,0.0,0.0,0.0,0.0,0.0
d10831304,4.5,0.0,0.0,0.0,0.0,0.0
d12957208,4.0,0.0,0.0,0.0,0.0,0.0
d695095,4.5,4.5,4.5,4.5,4.5,18.0
d8762904,3.0,0.0,0.0,0.0,0.0,0.0
d8762863,5.0,0.0,0.0,0.0,0.0,0.0
d7123229,3.5,0.0,0.0,0.0,0.0,0.0
d3683998,4.5,4.5,4.5,4.5,4.0,17.5
d5768624,4.5,4.5,4.0,0.0,4.0,12.5
d8671082,3.5,3.5,3.5,0.0,3.5,10.5
d5081089,3.5,0.0,0.0,0.0,0.0,0.0
d13110305,5.0,4.5,4.5,0.0,4.5,13.5
d1916325,4.5,5.0,5.0,4.5,4.5,19.0
d9795666,4.0,3.5,4.0,0.0,3.5,11.0
d1023935,4.0,4.5,4.0,4.0,4.0,16.5
d3321791,4.5,4.5,4.5,4.5,4.5,18.0
d1175861,2.5,0.0,2.0,0.0,2.5,4.5
d10644247,4.5,0.0,0.0,0.0,0.0,0.0
d10006311,3.5,4.0,3.5,0.0,4.0,11.5
d11924321,4.5,0.0,0.0,0.0,0.0,0.0
d13195575,5.0,0.0,0.0,0.0,0.0,0.0
d12896616,4.0,0.0,0.0,0.0,0.0,0.0
d12500382,4.5,4.0,3.0,0.0,3.0,10.0
d11705415,3.0,0.0,0.0,0.0,0.0,0.0
d1390144,4.5,4.0,4.5,3.5,4.0,16.0
d6105641,3.0,3.0,3.0,2.5,2.5,11.0
d11817073,5.0,4.5,4.5,0.0,4.5,13.5
d3196835,4.5,4.5,4.5,3.5,4.5,17.0
d4976459,4.5,0.0,0.0,0.0,0.0,0.0
d7359677,3.5,3.0,3.5,0.0,3.5,10.0
d7123941,3.5,0.0,0.0,0.0,0.0,0.0
d11894290,5.0,0.0,0.0,0.0,0.0,0.0
d12344202,5.0,0.0,0.0,0.0,0.0,0.0
d12253709,5.0,0.0,0.0,0.0,0.0,0.0
d2192652,4.0,4.0,4.0,3.5,3.5,15.0
d9724202,4.0,0.0,0.0,0.0,0.0,0.0
d8340035,4.0,0.0,0.0,0.0,0.0,0.0
d12029359,4.5,0.0,0.0,0.0,0.0,0.0
d5122244,4.0,0.0,0.0,0.0,0.0,0.0
d7362054,4.0,4.5,4.5,4.0,4.0,17.0
d4593942,3.5,3.5,3.5,3.0,4.5,14.5
d1913544,4.0,4.0,4.5,3.5,4.0,16.0
d694888,4.5,5.0,5.0,4.5,4.5,19.0
d4187302,4.0,4.0,4.0,4.0,3.5,15.5
d8482314,4.0,4.5,4.0,0.0,4.0,12.5
d8093808,4.5,4.5,5.0,0.0,4.5,14.0
d1422311,3.5,3.5,4.0,4.0,3.5,15.0
d9874536,4.5,4.5,4.5,0.0,4.5,13.5
d7175259,4.0,0.0,0.0,0.0,0.0,0.0
d929552,4.0,4.5,4.0,4.0,3.5,16.0
d1449935,3.0,3.5,3.5,0.0,3.5,10.5
d10444168,3.5,3.5,4.5,0.0,3.0,11.0
d10629644,4.5,4.5,4.5,0.0,4.5,13.5
d3578746,4.0,4.0,4.0,4.0,3.5,15.5
d3913563,4.0,4.0,4.0,4.5,3.5,16.0
d12124682,4.0,4.0,3.5,0.0,4.0,11.5
d3599696,5.0,5.0,5.0,5.0,4.5,19.5
d12259305,5.0,0.0,0.0,0.0,0.0,0.0
d3574189,3.5,4.0,4.0,4.0,4.0,16.0
d11679851,3.0,3.5,3.5,0.0,3.0,10.0
d12440302,5.0,0.0,0.0,0.0,0.0,0.0
d6828435,3.0,3.0,3.0,3.5,3.0,12.5
d6840896,3.5,3.5,4.0,0.0,4.0,11.5
d8507924,4.5,4.5,4.5,0.0,4.5,13.5
d778319,4.0,0.0,0.0,0.0,0.0,0.0
d1025227,4.0,3.5,4.0,3.5,3.5,14.5
d5768856,4.5,0.0,0.0,0.0,0.0,0.0
d7161953,4.5,4.5,4.5,0.0,4.5,13.5
d8361784,4.0,4.0,4.5,0.0,4.0,12.5
d8376993,5.0,0.0,0.0,0.0,0.0,0.0
d9562881,4.5,3.5,3.5,0.0,3.5,10.5
d4167744,4.5,4.0,5.0,4.5,4.0,17.5
d7271906,4.5,0.0,0.0,0.0,0.0,0.0
d1867311,4.0,4.5,4.0,3.5,4.5,16.5
d13283806,5.0,5.0,4.5,0.0,4.5,14.0
d2168548,4.5,4.5,4.5,4.5,4.5,18.0
d6213455,4.5,0.0,0.0,0.0,0.0,0.0
d3492549,3.5,4.0,3.0,3.5,3.0,13.5
d7993574,4.5,0.0,0.0,0.0,0.0,0.0
d7693828,3.5,0.0,0.0,0.0,0.0,0.0
d8572742,4.0,0.0,0.0,0.0,0.0,0.0
d4913328,4.0,4.0,4.0,4.0,4.0,16.0
d2093504,4.5,4.5,4.5,4.0,4.5,17.5
d8506116,3.5,4.0,4.0,0.0,4.0,12.0
d1037108,4.0,4.5,3.5,0.0,5.0,13.0
d3522461,4.0,4.0,3.5,4.5,4.0,16.0
d13112328,3.0,3.0,3.0,0.0,3.5,9.5
d4769151,3.5,3.5,3.5,0.0,2.5,9.5
d1039606,4.0,4.0,3.5,3.0,4.5,15.0
d3219967,4.0,4.0,4.0,4.0,4.0,16.0
d752009,4.5,0.0,0.0,0.0,0.0,0.0
d804039,2.5,0.0,0.0,0.0,0.0,0.0
d9786777,4.0,4.0,4.0,0.0,4.5,12.5
d695225,4.0,4.0,4.0,4.0,4.0,16.0
d7716644,4.5,4.0,4.5,0.0,4.0,12.5
d8117007,4.0,3.5,3.5,0.0,3.5,10.5
d4786908,4.0,4.0,3.5,4.0,3.5,15.0
d10068657,5.0,5.0,5.0,0.0,4.5,14.5
d697438,4.5,4.5,4.5,4.5,4.5,18.0
d8711434,5.0,0.0,0.0,0.0,0.0,0.0
d1109785,4.0,4.0,4.0,4.0,3.5,15.5
d5852779,2.0,0.0,0.0,0.0,0.0,0.0
d8664936,4.5,4.0,4.5,0.0,4.0,12.5
d2197157,3.5,3.5,3.5,3.5,3.5,14.0
d7269529,3.5,4.0,4.0,3.5,4.0,15.5
d10682586,4.0,3.5,3.5,3.5,3.0,13.5
d6434351,4.5,0.0,0.0,0.0,0.0,0.0
d3739099,1.5,0.0,1.5,2.0,2.0,5.5
d7926844,5.0,0.0,0.0,0.0,0.0,0.0
d4345505,4.5,4.5,4.5,4.5,4.5,18.0
d1856776,5.0,4.5,4.5,4.0,4.0,17.0
d6885538,4.0,0.0,0.0,0.0,0.0,0.0
d7593762,4.0,0.0,0.0,0.0,0.0,0.0
d10283228,4.0,4.0,4.0,0.0,4.0,12.0
d3183813,3.5,4.0,4.0,0.0,3.5,11.5
d5786796,4.5,0.0,0.0,0.0,0.0,0.0
d12623505,4.5,0.0,0.0,0.0,0.0,0.0
d1343035,4.5,0.0,0.0,0.0,0.0,0.0
d8050948,3.0,0.0,0.0,0.0,0.0,0.0
d12850858,5.0,4.5,4.0,0.0,4.0,12.5
d2171764,4.0,4.5,4.0,4.5,4.0,17.0
d3487167,3.5,3.5,3.0,3.5,3.5,13.5
d4149019,1.0,0.0,0.0,0.0,0.0,0.0
d10822300,4.5,4.5,4.5,0.0,4.5,13.5
d694912,4.0,4.0,4.0,4.0,4.0,16.0
d7686293,4.5,4.0,4.5,0.0,4.5,13.0
d5929147,4.0,4.0,4.0,4.0,4.5,16.5
d2551549,4.0,4.5,4.0,4.0,4.0,16.5
d8700085,4.5,0.0,0.0,0.0,0.0,0.0
d10358947,5.0,5.0,5.0,0.0,5.0,15.0
d11705420,3.5,3.5,3.5,0.0,3.5,10.5
d3295145,4.0,4.5,4.0,4.0,4.0,16.5
d3570721,4.0,4.0,4.0,3.5,4.0,15.5
d782164,4.0,4.0,4.0,4.0,4.5,16.5
d5328291,2.5,3.0,2.5,2.5,2.5,10.5
d10412580,3.5,0.0,0.0,0.0,0.0,0.0
d3469363,4.0,0.0,0.0,0.0,0.0,0.0
d11805155,4.0,5.0,4.5,0.0,4.5,14.0
d3372938,4.0,3.5,4.0,0.0,4.0,11.5
d4287131,4.0,0.0,0.0,0.0,0.0,0.0
d3687467,4.5,4.5,4.5,4.5,4.0,17.5
d5482436,3.5,3.5,3.5,0.0,3.5,10.5
d1012004,4.0,4.0,4.0,3.5,4.0,15.5
d12613079,5.0,4.5,4.5,0.0,4.5,13.5
d2101068,4.5,4.5,5.0,5.0,4.5,19.0
d5568620,4.0,4.0,4.0,4.0,3.5,15.5
d7061052,4.0,0.0,0.0,0.0,0.0,0.0
d6518111,4.0,0.0,0.0,0.0,0.0,0.0
d2006477,4.5,4.5,4.5,4.0,4.0,17.0
d5292578,4.0,3.5,3.5,3.5,3.5,14.0
d4115385,4.5,4.5,4.5,4.5,4.5,18.0
d8299378,4.5,5.0,4.5,0.0,4.5,14.0
d6786904,3.5,0.0,0.0,0.0,0.0,0.0
d11777712,2.0,0.0,0.0,0.0,0.0,0.0
d983519,4.0,3.5,3.5,4.0,3.5,14.5
d10546682,4.0,0.0,0.0,0.0,0.0,0.0
d1603297,4.0,4.0,4.0,4.0,3.5,15.5
d2010945,4.0,4.0,4.0,4.0,3.5,15.5
d9715643,2.5,2.5,2.5,0.0,2.5,7.5
d2184635,4.0,4.0,4.0,4.0,3.5,15.5
d3680585,4.0,4.0,4.5,4.0,4.5,17.0
d12219120,3.0,0.0,0.0,0.0,0.0,0.0
d10461603,4.5,0.0,0.0,0.0,0.0,0.0
d12677339,4.5,4.0,4.5,0.0,4.5,13.0
d732280,4.0,4.0,4.0,4.0,4.0,16.0
d12712759,4.0,0.0,0.0,0.0,0.0,0.0
d8806690,4.5,0.0,0.0,0.0,0.0,0.0
d2095335,4.0,0.0,0.0,0.0,0.0,0.0
d13282632,5.0,4.5,4.5,0.0,4.5,13.5
d4090375,4.0,4.0,4.0,4.0,4.0,16.0
d3323081,4.0,3.5,4.0,0.0,3.5,11.0
d4559197,4.0,3.5,3.5,0.0,3.0,10.0
d4608409,4.0,3.5,3.5,0.0,3.5,10.5
d6496648,4.5,4.5,4.5,4.0,4.5,17.5
d2647354,4.5,4.5,4.5,4.0,4.5,17.5
d3626498,4.0,4.0,4.5,2.5,4.5,15.5
d12949085,4.5,4.0,4.0,0.0,4.0,12.0
d697302,4.5,4.5,4.5,4.5,4.0,17.5
d793170,4.0,4.0,3.5,3.5,3.0,14.0
d12251414,4.5,0.0,0.0,0.0,0.0,0.0
d1021137,5.0,4.5,5.0,0.0,5.0,14.5
d6580166,4.5,4.5,4.5,4.5,4.0,17.5
d12388085,4.5,4.5,5.0,0.0,5.0,14.5
d3822781,3.5,4.0,4.0,3.0,4.5,15.5
d1408863,3.5,3.5,4.0,0.0,3.5,11.0
d10086775,3.5,0.0,0.0,0.0,0.0,0.0
d4944261,4.5,4.5,4.5,4.5,4.0,17.5
d3307919,2.5,4.0,3.5,0.0,4.0,11.5
d3703217,4.0,0.0,0.0,0.0,0.0,0.0
d4179717,4.0,0.0,0.0,0.0,0.0,0.0
d6499693,3.5,3.0,3.0,3.0,2.5,11.5
d4172834,5.0,0.0,0.0,0.0,0.0,0.0
d9456848,5.0,0.0,0.0,0.0,0.0,0.0
d3983013,4.0,3.5,3.0,0.0,3.0,9.5
d7020872,4.5,4.5,4.5,0.0,4.5,13.5
d3243644,4.5,4.5,4.5,4.5,4.5,18.0
d719521,4.0,4.5,4.0,4.0,4.0,16.5
d1997796,4.5,4.5,4.5,4.5,4.5,18.0
d11905440,4.0,4.0,4.0,0.0,4.0,12.0
d812144,4.0,0.0,0.0,0.0,0.0,0.0
d7134017,4.5,4.5,4.5,4.5,4.0,17.5
d12905332,3.0,4.0,4.0,0.0,3.5,11.5
d8396433,4.5,0.0,0.0,0.0,0.0,0.0
d7063577,4.5,4.5,4.5,0.0,4.5,13.5
d7045083,4.0,3.5,3.5,0.0,3.5,10.5
d12910175,5.0,0.0,0.0,0.0,0.0,0.0
d11882497,4.0,0.0,0.0,0.0,0.0,0.0
d2256294,4.0,4.0,3.5,3.5,3.5,14.5
d2386807,4.0,4.0,4.0,4.5,4.0,16.5
d7238682,4.0,4.5,4.5,4.5,4.0,17.5
d12956476,3.0,0.0,0.0,0.0,0.0,0.0
d1871967,3.0,3.0,3.5,3.5,3.0,13.0
d2014223,4.5,4.5,4.0,4.0,4.0,16.5
d3436729,3.5,4.5,3.5,4.0,3.5,15.5
d8419469,4.5,4.5,4.5,0.0,4.0,13.0
d6153178,4.0,0.0,0.0,0.0,0.0,0.0
d3542864,4.0,4.0,4.5,4.5,4.0,17.0
d10218950,4.5,0.0,0.0,0.0,0.0,0.0
d12565429,3.0,3.0,2.5,0.0,3.0,8.5
d2275405,3.5,4.0,3.5,0.0,3.5,11.0
d3381922,4.0,4.5,4.0,4.5,3.5,16.5
d8608413,4.0,3.5,3.5,4.0,3.5,14.5
d8353459,3.5,4.5,3.5,0.0,4.5,12.5
d1343190,3.5,4.0,4.0,4.0,4.0,16.0
d1389548,4.0,0.0,0.0,0.0,0.0,0.0
d8822412,5.0,0.0,0.0,0.0,0.0,0.0
d8558104,4.0,4.5,4.5,0.0,4.0,13.0
d8069733,3.5,0.0,0.0,0.0,0.0,0.0
d12356571,4.5,0.0,0.0,0.0,0.0,0.0
d1467749,3.5,3.5,3.5,3.5,3.5,14.0
d12571382,4.5,5.0,4.5,0.0,5.0,14.5
d11726381,4.0,4.0,4.0,0.0,3.5,11.5
d812875,4.5,4.5,4.5,4.0,4.5,17.5
d10154155,3.5,0.0,0.0,0.0,0.0,0.0
d3410639,3.5,3.5,3.0,0.0,3.5,10.0
d8487228,4.5,4.0,4.5,0.0,4.0,12.5
d7389777,4.5,4.0,4.0,0.0,4.0,12.0
d10373909,4.0,0.0,0.0,0.0,0.0,0.0
d12434097,4.5,4.0,3.5,0.0,4.0,11.5
d8272083,4.0,0.0,0.0,0.0,0.0,0.0
d9881565,3.0,0.0,0.0,0.0,0.0,0.0
d12131008,4.5,4.5,5.0,0.0,4.5,14.0
d2388547,4.0,4.0,4.0,4.0,4.0,16.0
d2429126,4.5,4.5,4.5,4.5,4.5,18.0
d779565,4.0,4.0,4.5,4.5,3.5,16.5
d2318224,3.0,3.0,3.5,3.0,3.0,12.5
d1098521,4.5,4.5,4.0,4.5,4.0,17.0
d8124081,4.0,0.0,0.0,0.0,0.0,0.0
d2708566,3.5,4.0,3.0,3.5,3.5,14.0
d1341412,4.5,4.5,4.5,3.0,4.5,16.5
d11833215,5.0,0.0,0.0,0.0,0.0,0.0
d10289905,4.5,4.5,4.5,0.0,4.5,13.5
d2386306,4.0,4.0,4.0,3.5,4.0,15.5
d4604142,4.0,0.0,0.0,0.0,0.0,0.0
d4769244,4.5,4.5,4.5,3.5,4.5,17.0
d786493,4.0,4.0,4.5,4.5,4.0,17.0
d13326770,4.5,4.5,5.0,0.0,4.5,14.0
d12851489,3.0,0.0,0.0,0.0,0.0,0.0
d3751688,4.0,0.0,0.0,0.0,0.0,0.0
d3384693,4.0,3.5,4.0,0.0,4.0,11.5
d4768648,4.0,4.0,4.0,4.0,3.5,15.5
d1041954,3.5,3.5,4.0,3.5,3.5,14.5
d9853614,4.5,4.5,4.0,0.0,4.0,12.5
d10292912,4.5,4.5,4.5,4.0,4.0,17.0
d12253935,4.5,0.0,0.0,0.0,0.0,0.0
d4915009,5.0,0.0,0.0,0.0,0.0,0.0
d3458768,4.0,4.0,3.5,3.5,4.0,15.0
d1944337,3.5,4.0,4.0,3.5,3.5,15.0
d3795117,2.5,0.0,0.0,0.0,0.0,0.0
d10757830,3.5,0.0,0.0,0.0,0.0,0.0
d11746863,4.0,4.5,4.0,0.0,3.5,12.0
d11729268,4.0,0.0,0.0,0.0,0.0,0.0
d8518869,2.5,0.0,0.0,0.0,0.0,0.0
d3560409,3.5,4.5,4.5,0.0,4.0,13.0
d12480574,4.5,4.5,4.5,0.0,4.5,13.5
d6879115,3.5,0.0,0.0,0.0,0.0,0.0
d10206909,5.0,5.0,4.5,0.0,4.5,14.0
d7161422,3.5,3.5,4.0,0.0,3.5,11.0
d6753013,4.0,4.5,4.5,4.5,4.5,18.0
d5122792,4.0,0.0,0.0,0.0,0.0,0.0
d9733558,4.0,3.5,3.0,0.0,3.5,10.0
d11538820,4.5,0.0,0.0,0.0,0.0,0.0
d4416108,4.5,4.5,5.0,4.5,4.5,18.5
d3388616,4.5,4.5,4.5,4.5,4.0,17.5
d857918,4.0,4.5,3.5,4.0,4.0,16.0
d1735397,4.0,4.5,4.0,4.0,4.0,16.5
d4611261,3.5,0.0,0.0,0.0,0.0,0.0
d4784680,3.0,3.0,2.5,2.5,3.0,11.0
d1015541,4.0,4.0,4.0,3.5,4.0,15.5
d1503849,3.5,3.5,3.5,3.5,3.5,14.0
d2360290,3.5,4.0,3.5,3.5,3.0,14.0
d8338347,3.0,0.0,0.0,0.0,0.0,0.0
d7821249,3.0,0.0,0.0,0.0,0.0,0.0
d5443529,4.5,0.0,0.0,0.0,0.0,0.0
d8875564,4.0,0.0,0.0,0.0,0.0,0.0
d12386134,4.5,4.5,4.5,0.0,4.0,13.0
d7296472,4.5,4.5,4.5,4.5,4.0,17.5
d6522128,4.5,0.0,0.0,0.0,0.0,0.0
d11444650,3.5,4.0,4.5,0.0,4.0,12.5
d12180458,5.0,0.0,0.0,0.0,0.0,0.0
d4505532,4.0,4.0,4.0,4.0,4.0,16.0
d5093827,5.0,0.0,0.0,0.0,0.0,0.0
d8581460,4.5,4.0,3.5,0.0,3.5,11.0
d2010582,3.5,4.0,4.0,3.5,3.5,15.0
d9799310,4.5,5.0,4.5,0.0,4.5,14.0
d1865772,4.5,4.5,4.5,3.5,4.5,17.0
d8697537,3.0,0.0,0.0,0.0,0.0,0.0
d1888191,4.0,4.5,4.5,4.0,4.0,17.0
d2397684,4.0,4.0,4.0,4.0,3.5,15.5
d8113171,4.5,0.0,0.0,0.0,0.0,0.0
d8378592,4.5,4.5,4.5,0.0,4.0,13.0
d6109104,4.5,0.0,0.0,0.0,0.0,0.0
d966468,4.0,0.0,0.0,0.0,0.0,0.0
d7316957,4.0,0.0,0.0,0.0,0.0,0.0
d8536580,4.0,4.0,4.0,0.0,4.5,12.5
d5791722,4.0,0.0,0.0,0.0,0.0,0.0
d734306,4.0,4.0,4.0,3.5,3.5,15.0
d2151174,4.0,0.0,0.0,0.0,0.0,0.0
d878238,3.5,4.0,4.0,4.0,4.0,16.0
d12288912,4.0,4.0,4.0,0.0,4.0,12.0
d7755619,4.5,0.0,0.0,0.0,0.0,0.0
d11621822,1.0,3.0,3.5,0.0,3.0,9.5
d3842063,4.5,0.0,0.0,0.0,0.0,0.0
d5518852,4.0,3.0,3.0,0.0,3.0,9.0
d7320838,5.0,0.0,0.0,0.0,0.0,0.0
d12645274,3.5,3.5,3.5,0.0,4.0,11.0
d7340659,4.0,4.5,4.0,3.5,4.0,16.0
d7002831,4.0,4.0,4.0,4.0,4.0,16.0
d720196,4.0,0.0,0.0,0.0,0.0,0.0
d2162675,4.5,5.0,4.5,4.5,4.5,18.5
d8745633,4.5,4.5,4.5,0.0,4.5,13.5
d8305064,3.5,4.0,4.0,0.0,4.0,12.0
d3540821,5.0,0.0,0.0,0.0,0.0,0.0
d1726453,3.5,4.5,5.0,0.0,4.5,14.0
d8277593,4.0,4.0,3.5,0.0,3.5,11.0
d2297167,4.0,4.0,4.0,4.0,3.5,15.5
d7046257,4.0,0.0,0.0,0.0,0.0,0.0
d3525747,3.5,3.5,3.5,3.5,3.5,14.0
d8811412,3.0,0.0,0.0,0.0,0.0,0.0
d833428,4.0,4.0,4.5,4.0,3.5,16.0
d7138411,4.5,0.0,0.0,0.0,0.0,0.0
d12922691,4.0,0.0,0.0,0.0,0.0,0.0
d9789457,4.0,4.0,3.5,0.0,3.5,11.0
d5769778,3.5,0.0,0.0,0.0,0.0,0.0
d4454551,4.0,4.0,4.0,3.5,4.0,15.5
d6432239,4.0,3.5,4.0,0.0,4.0,11.5
d5817189,5.0,5.0,5.0,0.0,4.5,14.5
d2215692,4.0,4.0,4.0,3.0,4.0,15.0
d12172221,4.0,0.0,0.0,0.0,0.0,0.0
d2330360,3.5,3.5,3.5,0.0,4.0,11.0
d11721846,5.0,0.0,0.0,0.0,0.0,0.0
d4769756,2.0,0.0,0.0,0.0,0.0,0.0
d8856384,4.5,0.0,0.0,0.0,0.0,0.0
d13201843,5.0,5.0,5.0,0.0,4.5,14.5
d1820064,3.5,3.5,4.0,4.0,4.0,15.5
d1936740,4.0,3.5,3.5,4.0,3.5,14.5
d11673162,4.5,4.5,4.5,0.0,4.5,13.5
d5615684,4.5,4.5,4.0,0.0,4.5,13.0
d919984,4.0,4.5,4.5,4.0,4.0,17.0
d5813931,5.0,0.0,0.0,0.0,0.0,0.0
d6432182,4.5,5.0,5.0,0.0,4.5,14.5
d8619453,1.5,0.0,0.0,0.0,0.0,0.0
d5819396,3.0,0.0,0.0,0.0,0.0,0.0
d12864902,4.0,0.0,0.0,0.0,0.0,0.0
d1017703,4.5,4.5,4.5,4.5,4.0,17.5
d10683725,4.0,4.0,4.0,0.0,4.0,12.0
d8054620,4.0,0.0,0.0,0.0,0.0,0.0
d3692281,4.5,4.5,4.5,4.0,4.0,17.0
d10793201,4.0,0.0,0.0,0.0,0.0,0.0
d12801049,5.0,5.0,5.0,0.0,4.5,14.5
d11633814,4.5,4.0,4.5,0.0,4.5,13.0
d13149876,4.0,4.0,0.0,0.0,4.0,8.0
d5859968,3.5,3.0,2.5,0.0,3.0,8.5
d3245297,4.5,0.0,0.0,0.0,0.0,0.0
d7123740,4.0,3.0,3.0,0.0,4.5,10.5
d2436636,3.5,3.5,3.5,3.5,4.0,14.5
d12832815,4.0,3.0,3.0,0.0,3.0,9.0
d1332475,4.0,4.0,4.5,0.0,3.5,12.0
d6363872,4.0,4.0,4.0,4.5,4.0,16.5
d10767916,4.0,0.0,0.0,0.0,0.0,0.0
d12067788,5.0,4.5,4.5,0.0,4.5,13.5
d10058217,4.5,0.0,0.0,0.0,0.0,0.0
d11661577,4.5,0.0,0.0,0.0,0.0,0.0
d696427,4.0,4.0,4.0,4.0,4.0,16.0
d715013,4.5,5.0,5.0,0.0,5.0,15.0
d8339154,4.0,0.0,0.0,0.0,0.0,0.0
d5243090,3.5,0.0,0.0,0.0,0.0,0.0
d12328564,4.5,4.5,4.5,0.0,4.5,13.5
d8507103,4.5,0.0,0.0,0.0,0.0,0.0
d2075406,4.0,4.0,4.0,3.5,4.0,15.5
